,text,label
108,went to the er but chickened out at the last minute and told them i was there for stomach pains im currently waiting for test results to come back i know theres nothing wrong with me physically im just such a coward and was afraid of being admitted to inpatient psych again i know my family will be disappointed in me,1
109,me and my friend started a record label ,0
110,my boyfriend of almost three years asked me to marry him on sunday im still in shock but getting more excited as the days go its been a crazy couple of years but im so psyched i get to marry him,0
114,lately my depression has lifted a bit but tonight im having a bad night my suicidal thoughts have come back and i feel like i did months ago im not sure if ill ever be healed again,1
118,this is my beautiful rescue dog in her rain mac she makes me feel happy and i hope she makes you feel happy too,0
131,i just want to die i am not brave enough to be suicidal but if i suddenly got shot or was diagnosed with a terminal illness i can not say i would be mad at all right now i am depressed and at an all time low my family has disowned me my daughter does not acknowledge i exist i have no friends and i can not even find a job hope is hollow and love is a lie,1
132,i have been through a lot of bullying since kindergarten until last year i am in year now when i was young i was not dealing with the bullying i thought it was normal because it was something that had always been happening but when it got really bad in year i told my parents eventually because i realised i could not go on with it year it began again and then stopped then it returned yet again in year but when i got to year i began realising how to deal with it i have developed many extremely severe mental illnesses from lots of trauma i have experienced and this leads to lots of self hatred and lack of self worth and i used this to my advantage when i was called faggot fuckup fatass gorilla anorexic cutter emo any of it i would laugh and fully agree and even start giving them ideas for insults to give me this threw them back a lot but the physical side of it was still an issue,1
133,i have ptsd associated with an intruder attacking me in my home my therapist believes that i am having emotional regulatory issues now because a boundary was violated and now i have trouble setting up the proper boundaries she wants me to do emdr with another therapist at the practice anyone have experience with this treatment i want to do anything to feel normal again but after reading up on it im a little terrified of having to process the trauma,1
135,much love i know how hard it is to have to pretend to be okay if you are with family or those who are alone and suffering or both you arent alone in the bigger picture we have to be strong and get thru to the next day,1
137,my friends and i stayed in and had a crafting night these cartoons make me happy so i drew them on a shirt and i think it turned out pretty good,0
140,i have been diagnosed with both borderline personality disorder as well as ptsd i saw a trauma specialist today for the second time and he said that i might not even have borderline at all and that it could just be really bad ptsd so i am a little confused on what my diagnosis is supposed to be,1
145,when people yell at me or just give me a little bit of attitude it makes me want to cryit makes me wanna bang my head on the wall or something i just start to feel bad,1
148,lately i have lost a lot of weight and have not been eating like i will get hungry but i just do not feel like eating so i will just wait for the hunger pains to go away by themselves i did not really see a problem with this until people started pointing out that they never see me eating and that i am starting to look unhealthily thin even tho i can not really tell if i look thin or not i have been weighing myself daily and my normal weight used to be lbs and i was around that weight pretty consistently for the past few years but lately i have gone down to lbs and i personally have not been able to see the difference if it was not for the people pointing it out but i want to keep losing weight because i want to see the number on the scale get lower i have had anorexia in the past so my mom has been getting worried about me and asking me to eat more because i am starting to look unhealthy again i am not sure what i should do because i do not want to be anorexic again because the recovery processis hell but at the same time i am afraid of gaining weight,1
155,my mental health is all over the place i do not know what illness i have even got anymore i know i have generalized anxiety disorder and major depressive disorder both diagnosed by a psychiatrist but i was referred to a psych ward a month ago with a diagnosis of bipolar with psychotic symptoms by the same psychiatrist then when i was there they diagnosed me with psychosis and said they do not think i am bipolar but they also mentioned something about a subtype of schizophrenia i am a year old male if that helps at all basically i have had anxiety issues ever since i was i also had a lot of experience with having auditory hallucinations at the same very young age they went away eventually but my anxiety stayed and began getting worse,1
158,i recently watched black panther and there is a character in that who scars himself for every person he kills this got me thinking about how self harm is shown in movies or tv this guy seemed to just do it as a ritualistic thing although there is a batman villain who cuts himself every time he kills someone and he reveals that he got into it because of the rush it gave him a couple of the main characters from the first ahs season cut one of the main characters from orphan black cuts herself on her back and she is often seen as the more insane character and all this made me realise that self harm is often seen as a very dramatic extreme even insane behaviour,1
163,i am not suicidal but i think about dying a lot and i do think about killing myself not seriously over the smallest things for example today i spilled something and i just thought to myself i could just end it so i do not have to deal with it or if i do not want to do something i am the same way anyone else like this,1
165,and i can not share the news yet because his birthday is not until sunday i am just laying awake very happy because i got an amazing deal rn he is asleep next to me and has no idea now to figure out how to surprise him with the tickets ,0
167,i know what real love is like both from relationships and from family i do not feel that anymore i know i have got anger issues but there are so many things in this world so many harsh comments and looks that i get from people that just make me so angry with everyone i am tired of being expected and pressured to fit into everyone elses mold without question i am tired of being expected to get up and carry everyones baggage and take care of a family who has no clear interest in taking care of me too,1
174,i made my wife carrot cake from scratch for her birthday a year ago this is her sharing with our keekos ,0
176,what is the worst side effect of medication treatment you have experianced,1
177,especially when i am texting my fp bc you can not hear the tone of their voice or see their facial expressionsbody language i just constantly feel like i am being annoying and too clingy,1
181,looking for ptsd buddy i have been having a lot of triggers lately and could use the reassurance of a stranger pm me if you can help,1
192,but goddamn if it doesnt help me so so so much i literally hate going into that office sitting down using the tappers visiting my trauma i hate shaking after i hate the nightmares induced but wow i am already so much more than who i was when i started months ago things are just healing i dont know how to explain it but i am so so proud of myself for doing this i can feel myself loving my spouse more loving strangers more loving myself more,1
199,so i am suffering from intrusive thoughts about suicide last night i was laying in my bed and decided to go to the kitchen to smoke a ciggarete i was relatively fine i was sleepy as i was smoking i suddently looked in the place where we are keeping the knives and imagined getting a knife and s i got intense strike in the stomach and like an urge to do it it felt real then i tried to calm my self but the thought life is meaningless with somekind of weird future feeling came the strike in the stomach became more intense i immediately went to my room,1
204,i do not hide my arm my scars there range from month to just over a year old the scars are pretty noticeable but i am not attention seeking by not hiding them i simply can not deal with the heat and the uncomfortable feeling of wearing long sleeves while everyone else is comfortably wearing short sleeves and getting people telling me to take my jumper off like they did back when i hid my scars like the plague i have scars on my ankles my thigh my shoulder and my hip as well and i hide my ankle scars and the shoulder thigh and hip scars are hidden easily by my clothes since i am male but i only hide my ankles because they have fresher marks on them when they are older i will not hide them the ones on my thigh are very extreme there are an insane amount of scars and some are quite deep and i refuse to let anyone get a glimpse of my thigh just because the scarring is so severe but my arm which is only moderately scarred i will not hide it is australia it gets extremely hot wearing long sleeves is actually risking my health because of how hot it is so no i am not attention seeking i am just choosing to not give a shit,1
208,i suffer with gad and mdd taken in my baby girl sleeping at the time but this was taken at my most recent darkest time it was the first time i smiled in a long time and i will always treasure this picture,0
209,i am beginning my first major episode since starting my meds and it is making me realise how much i hate this the confusion the paranoia the memory loss the dreams trying to control me the hallucinations the inability to do anything at all i fucking hate it i hate it i hate it so much i hate that i can not do anything i fucking despise this,1
211,i feel so alone and worthless i cant,1
212,we got our marriage license days until i marry my person ,0
213,i often feel like all the parts of my life are very confusing i often get a distorted sense of time i will think it is pm at midnight for example and i often find my sense of reality to be very odd i struggle to know whether or not anything is real and if it is everything seems to blend together into one big slab of time where i am not there like i am watching it happen from somewhere else watching time speed by before my eyes i also tend to have very confused thoughts i will be speaking then suddenly forget what i was saying or even the topic of conversation or who i am talking to or i will just randomly say stuff that makes no sense and i do not know why,1
215,i try my hardest to act like everything is good but it is not i am lonely and miserable i get angry because i am lonely and miserable if i died today i know deep down that i would be forgotten within months not a word about me i know why but it still hurts to know how invaluable i am to everyone i try so hard to fit in to make new friends there is just so much about me that is unlikable and i know that it is not the depression talking i have seen it for myself in peoples eyes and in their body signals i want to live but unemployment depression sadness and anger around the clock is not a life worth living i can not even see death as an escape there is no escape for this i am going to be a shell no matter what,1
218,ive gained alot of weight after having kids but this picture i do not look awful in i feel pretty and confident always remember no matter how you look it is how you feel about yourself beautiful women of the world,0
220,my cptsd stemmed from long standing and extremely harsh physical sexual and emotional abuse at the hands of my dad i have had some nightmares related to the trauma but as i get more into the therapy and whatnot i have just been having nightmares out of control,1
221,basically i am a guy with many scars on my arm and i am going to need to shave my face at some point so i was wondering if people can refuse to sell me razors if they see my scars,1
227,ive been told by close friends and family that i tend to disassociate but im not really sure if i do or not ive never been told any of this by a psychologist or anyone certified to diagnose also i dont think that ive been in a traumatic event i was in an very toxic romantic relationship not so long ago but it never got to physical abuse it was really emotionally draining and hurtful though,1
231,i am and i have not cut in months my scars are starting to fade and it makes me want to make new ones if the scars fade it is like it never really happened what do i do,1
234,it is been a while since i have posted on my mental health things on the surface have been going incredibly well i am losing weight driving lessons are going well and the i could been working in due time yet with all due respect i feel like a fucking wreck i feel like i am not good enough sure i dropped a considerable amount of weight but i still feel like crap i do not feel so great at all i feel small i fell mediocre i wanted to go to community college but i could not find a major i could not find anything that made me feel worth studying for i feel like shit because i had plans to someday rent properties south of the border but the town i wanted had too much violence stemming from meth addicts my fucking parents are bothering me about my idiot brother sure he is improving but he is so slow at getting things done yet my parents want me to do their job and help raise their son,1
235,a few weeks ago i was on a train some guy got on about an hour into the ride of three hours with his girlfriend they sat down and she was being quite loud so i looked over for a second instinctively and he shouted at me i just ignored him and went back to my music over the next half hour however i heard him muttering to his girlfriend about me they were sitting maybe seats in front of me so i could not hear too well he got up after a while to i would assume use the toilet and when he walked past me he was glaring at me and even leered at me i was quite afraid that he would be getting off at my stop and i was not sure what to do so i held onto my bag securely and started going over all the scenarios in my head that could happen what he wanted and everything like that,1
236,i know the infamy this drug has but in my case it is not doing much of anything i started on mg around a week and a half ago then bumped it up to a few days ago but i am still not feeling much of anything my dreams are slightly more vivid but i am not any more tired i am years old diagnosed paranoid schizophrenic and weight just under kilos at just under feet tall do i just keep bumping it up with the all good from my doctors until it starts knocking me out my hallucinations are still just as bad too anyone with experience have any tips,1
247,i am finding myself frequently fantasizing about brutally torchering people to death i have very specific means of torture ripping off their noses with channel locks stomping on their face repeatedely cutting all their tendons so they can not even fight back i just imagine myself beating them to the point they are begging to be killed then i would do the same thing to their loved ones just so they can also experience the psychological torment of seeing their loved ones tortured to death after that i would them stare in the eyes and kill them the blood the screams the pleading geninuinely brings my heart happiness i had the living shit beaten out of me as a kid,1
248,i am not sure if this belongs here but i did a bit of rearranging the knick knacks and decorations in my room the other day and it makes me happy ,0
250,which one of the two would you choose contentness peaceful life all the time entire life happy you have a lot of moments of joy but not lifetime,0
256,i have ptsd from being attacked by an intruder to my home now whenever i am upstairs and home alone i hear someone downstairs ive ran downstairs to look multiple times and no one is ever there is this part of the flashbacks from ptsd does anyone else experience this kind of half flashback half reality,1
257,yearold runs to big sister every day after school for a hug,0
264,so i just dug into my arm quite a bit psychosis got a bit bad and now my arm feels very numb and kind of cold also quite hard to use should i get it seen to sorry for having to ask just a bit worried,1
265,long story short rejected at interview after interview fresh off uni got dumped bad breakup get bad dreams every night football team not doing well the list can go on and on it is been the same way for almost a year now probably more do not want to post to any public media for fear ofwell idk so posting here i know this is probably less than what most face and i am sorry for writing it out like this but my close friends think i need help and reddit has always been there for me it is possible to bounce back right because most days i can not even get the strength to get out of bed and talk to anyone alcohol and pot give me company but this can not just go on like this just need some positivity any suggestions,1
268,hey redditors today marks the completion of two years of no self harming it definitely gets better with time and efforts and most importantly self love so i drew this with a marker to celebrate this day thank you guys internet strangers are best hope you guys are doing well too ,0
271,the family is one of natures masterpieces,0
275,first she dropped me from once a week to once every other week without letting me know beforehand so i had to deal with that now shes cancelling my appointments leaving me for weeks without therapy causing large gaps in my mental health treatment i feel like i cant get better this way my depression is getting bad again and its frustrating to look forward to relief from a therapy appointment only for it to be cancelled,1
281,i can not just ignore them when they speak to me i feel this intense need to respond which i can not ignore i do not have this with any real people but when it comes to the voices my psychosis creates i just have to respond and it really irritates me because i get looks and questions when i am seemingly talking to thin air is this normal,1
284,post diagnosis and amid all the flashbacks and nightmares i am gaining so much weight not only has it been hard to get my workouts in i want to eat everything anyone have any tips for managing this i do not want to gain anymore weight,1
289,so happy i was able to donate double red blood today before the big game,0
290,update me and my long lost brother this past summer enjoying a great sunny day on the lake,0
291,picture from a few months ago but i wanted to share how much i love my little girl cookie this morning i woke up to her actually half on my chest and it made me cry thats just how much love i have for this little girl thanks for listening ,0
292,i love my little family have so much fun with these ,0
296,here are my circumstances our family dog died just a couple days ago i have one of my parents cats i agreed to watch during their move my cat hates this cat my sister was apparently violently raped a few days ago i dont know the details i cant handle them at this time since it brought me back to a situation of my own my mom has started getting my sisters to call and leave me voicemails telling me its so messed up what im doing my grandpa mom side has advanced lewey body dementia and is dying i know my mom is super sad about this,1
298,okay so i am a teenager with aspergers depression and social anxiety my mother as far as i can tell does everything she is supposed to so why do i cringe every time she touches me why can not i find any emotional attachment for her i love my dad and my brother just not her i do not know what is wrong with me,1
299,i know that i am going to kill myself it is just a matter of time so i know i need to get my girlfriend away from me so they are not there when i do it hopefully they never even hear about it then i need to write a note that will help any family i have to move on i know i will not be able to prevent grief entirely but i can help mitigate it is there anything else that i have not thought of or advice for any of the tasks i have how do i even break a relationship off when we live together even if i can not die i need to do something because i can see how much i hurt my partner just by being so depressed all the time,1
302,i really need to talk to someone,1
304,i am jealous this dog does better skating than i do look how happy he is,0
305,i fucking despise when people say this or when they rattle off good sleep good exercise and a balanced diet is all you need because it is total bullshit i went out for a few days recently just me and a couple mates i felt like absolute shit the entire time despite getting a good hours of sleep eating well and getting out a lot in fact when i got home i cut myself that night and actually came quite close to an overdose the next morning despite this i just know people will still babble on that i am just not trying hard enough and that exercise will be my saviour despite me being severely depressed while doing soccer and tennis weekly and also working as a referee a couple years ago,1
310,does anyone get in the mindset that you know you will feel better if you take a shower get out of bed get some fresh air call a friend and just talk butyou just can not ugh,1
311,my daily routine lately that has worked wonders also been repeating this mantra as i have severe anxiety dont worry about all of those what ifs things arent a problem until theyre a problem the anxieties over what you might have done wrong or might do wrong or not actual problems that exist yet if they become a problem youll handle and solve them its okay youre all good and youre capable of whatever life throws at you,0
312,i am and my parents are split up anyway i have been really stressed because i do band and sports and school is hard my mom also has obvious favorites so she hates me today i finally told my dad how i feel this was his response first time he is ever told me he was proud of me more in comments,0
318,for me personally my brother is i am and for a while i was not sure if he knew about my depression or anxiety or psychosis or bipolar or anything and he probably thought that our cats really hated me for a while but recently i went to hospital for three weeks and my parents probably told him why my parents are horrible at not telling people about my issues he is fairly absent minded and generally gets easily distracted and i would not be surprised if he did not know what self harm is but i have got scars all over and i have no idea what he thinks happened,1
319,i do not really know what else to say i already have depression anxiety and fucking ptsd and my nutritionist diagnosed me with anorexia and i just feel like a fucking mess right now like at this point it just feels ridiculous that i have so many issues and no i was not misdiagnosed the only one im questioning is the anorexia diagnosis i just feel weird and confused,1
320,looking for a ptsd buddy to chat with in private motivate and help each other heal m here inbox me,1
321,absolutely nothing works i have been depressed forever i truly feel like it is impossible for me to live a happy and satisfying life i started losing hope when i started college i had so much optimism going in i thought it would be the best years of my life so far it has not lived up to my expectations at all i have been terribly lonely i am not passionate about my major or anything for that matter,1
326,i have a severe anxiety and panic disorder it makes me super aware of my throat and i feel gaggy when my anxiety flares up i also have gerd this past year i have relapsed into really bad panic attacks which triggered agoraphobia and most of my time is spent in my bed i am working on therapy after the new year i do not know if it is my head but i am super aware of my throat all the time which then causes me to gag i do not know if this is my anxiety or gerd or even both but it is incredibly frustrating last winter i saw my doctor and i was gagging so bad in his office that i could barely talk he prescribed me rabeprazole and so i took it for a month or two and then stopped not sure why the gagging is back though and so today i took one i am hoping it does something and i am just thinking it is my anxiety and my head concentrating too much it is just frustrating because it is hard to eat i will be scared of eating and then gag ugh hopefully this made sense,1
327,but people usually are not like that right i think it would be so reassuring if someone loved me that much especially my fp i do not even know what my fp truly thinks of me since he is not as open about his feelings,1
329,i saw a new psychiatrist today to go over a new treatment plan for my ptsd i was prescribed your typical antidepressants klonopin but was also prescribed prazosin mg from my understanding it was initially a blood pressure drug but is also used to help get rid of nightmares for ptsd patients and help me sleep,1
331,for starters i am not suicidal but to me life has no meaning and i am constantly thinking ahead in life and to the after life it has really made me question my faith as well which is not helping i think if you are religious it can really help you with depression but i just need to find meaning in life and i do not think i could handle doing a job that does not relate to comedy because that is how i find joy in life man that was all over the place,1
332,at work i do not want to be around anyone i do not want to have to talk or force a laugh or make myself smiley like they are used to today i hid away in my office for a majority of the day even brought my work in there so i could sit and listen to my music and break down when i needed to i need to cry i need to breakdown i need to self harm but all of this is impossible because i live at home and my mother has no idea what privacy is,1
334,i feel empty i dont have an appetite i dont want to get out of bed i dont want to breathe i dont have energy to do anything,1
335,ive started trying to write things down more not necessarily journal but just writing down little ideas i have in various notebooks ive come to realize that when my ptsd is in full steam my handwriting is different im known in my familyfriend group for having great penmanship but now the handwriting doesnt even look close to before ill write a thought out and then rip it out of my notebook since it just doesnt look like i wrote it,1
338,diagnosed with bipolar in had some setbacks but today marks years hospitalfree ,0
340,my mom and dad entering a year marriage with a toast from my opa although they separated they always made their relationship work on my behalf they stayed close friends until my moms untimely passing three years after the photo on the right was taken i was their most cherished creation,0
341,exciting day went to the livestock auction and bought few ewe and lambs when we got home we found this extra bonus we named her phoebe mama and baby are fine,0
344,my boyfriend and i have been together since but my parents didnt approve and prohibited my relationship with him because they thought that my depression stemmed from him since he was depressed too my parents believed that he was affecting me and it was all his doing but of course him and i kept in touch and saw each other pretty often but behind my parents back i got diagnosed with hypothyroidism on i got treatment and my depression faded away and now that my depression is back starting and already got checked out on my thyroid everythings completely fine i dont know why im feeling low again,1
349,it is so hard to get up some days but i am pretty sure my parents think i am just making excuses to be home i try to go if i can but some days i just can not they do not understand,1
357,ive been locked in a severe deep depression for a year i started taking antidepressants weeks ago heres my photo journey i havent laughed or smiled in the last year as much as i have in the last weeks im happy to be alive and to smile today,0
360,my happy sunday morning experience with the storm in the uk being in full swing this morning i got up with the dreaded sunday feeling and a slight hangover i looked out the window and saw the rain coming in sideways and battering the road below in the distance i saw a couple dressed head to toe in waterproofs and looking pretty miserable at their feet i saw a black labrador who was having the best day ever the wetter the better for this guy and he was trundling down the road looking as though this was the highlight of his life not much of a story for some but it this doggo really made me smile so thought id share it,0
361,we do not have to agree or get along at all i have my view points and my term of reference i like to use and you guys have yours i have had my fill of certain users constantly getting at me in the comments if you do not like me or agree with my goals fine whatever whether i am winning or losing in life in life i can do it with or without you as a sufferer of ptsd the one thing i had to learn was whether or not to engage some people love to be miserable and dictate to others some people do not but enough is enough i am done and i am moving on from any discussion over my ambitions,1
363,if you are feeling down heres my niece absolutely nailing her first hulahoop attempt,0
364,my cousin sister just gave birth to this little precious baby boy rn ima uncle now wow i am kinda over whelmed,0
367,our wedding day i will love this man forever,0
369,im so happy about my body love yourself no matter how you look,0
370,if you have an alexa ask her to be your valentine and she will sing a love song ,0
374,i want to be the prettiest girl my boyfriends ever had i want to be the favorite sibling i want to be the best at my job i want to be the funniest friend i guess it is bc criticism bothers me so much and i never feel good enough deep down it is so exhausting and i know i can never be perfect but i feel this pressure all the time that i have to be good in others eyes and i need praise so i can feel good about myself,1
375,i was diagnosed with ptsd a week ago and i hate that what happened to me is milder than what other people go through i dealt with some long term sexual abuse physical abuse abandonment neglect death and illness but none of it feels major enough i feel like i am using it as an excuse to be a worthless waste of space who deserves death,1
398,money makes the world go round or does it,0
399,since i started hearing voices more regularly when i was whenever actual people speak lots of the time i either do not hear them or do not pay any attention because i have all these weird sounds going on constantly that they just blend into everything and make no sense it is really starting to interfere with my daily life has anyone else experienced this,1
404,my boyfriend has depression and i want to be a good partner to him he does not talk about it much so i want to hear from you guys what do you appreciate from a partner when it comes to handling your depression,1
405,i was attacked by an intruder several months ago i finally got up the nerve to see a therapist and was diagnosed with mildmoderate ptsd my therapist warned me that the feelings could come up after talking about them again well they did i know its part of therapy but its so hard,1
407, in this video i will guide you through a minute light meditation this will help you develop good concentration a calm and happy relaxed mind a mind that will enable us to overcome anxiety and stress meditation howtomeditate guidedmeditation,0
409,be happy for no reason like a child if you are happy for a reason youre in trouble because that reason can be taken from you deepak chopra,0
416,thank you to all of you for making me happy by allowing me to experience your happiness with you,0
417,just curious if anyone has felt this or can relate to this long story short i lost my job at the start of they year poor performances disorganized etc second in a row finally went to the behavioral health place in town and was diagnosed with major depressive generalized anxiety and adhd great ever since i was fired ive felt completely paralyzed on where to go from here i have no college no skills nothing ive worked two kinds of jobs factories and offices i could never keep up with the office jobs see above and factories make me miserable its nothing against that kind of work its me overtime overnights the danger everything about it for some reason made me so sad i couldnt stand it,1
421,ive mentioned it a couple times on here lately but my depression has been ruining most parts of my life including job performance ive got a meeting in the morning with my bosses about my poor performance and i think ill be fired does anyone have any similar experiences how did you handle it how would you begin to explain to your boss the toll depression takes on you and your performance my meeting is at am tomorrow morning and im desperate to talk to people with similar experiences thank you so much,1
425,couldnt be more excited im in the second year and final semester of my masters program and today we had our comprehensive exams which dictates if we receive our degrees or not i killed that test today and i will be walking in april im first gen too and got the degree on a full ride,0
428,at years old i have become a licensed journeyman plumber in the state of indiana,0
433,i have not cut in eight months but i find myself wanting to again i will look at sad pictures just to make myself cry i am really close i do not want to or do i i do not know anymore my parents will be extremely mad my friends will yell at me what do i do help edit does a push pin count as cutting if so i broke my streak,1
436,i have been down for a long time lately and today all of a sudden it is just flipped felt like sharing it with everyone hope this happens to others going through tough times too cheers,0
