,text,label,word_count
10,i thought i would hit my limit a few months ago when i tried to kill myself but compared to now those times seemed like heaven i just can not live anymore you can always say it will get better do not give up you are stronger than this that is all bullshit i am not strong if i was strong i would not have covered my whole body in self harm in the space of less than a year i would not have tried to kill myself i would not be such a failure i have a psychologist a psychiatrist i am on meds my mums supportive i still feel the way i do i am weak i am so weak and useless i had a horrible cutting incident last night i carved failure into my thigh then cut like mad from my thigh all the way up my hip i cut at least times and i am planning something similar tonight i am so scared i know what i can do to myself and i am scared because i know i will do it i do not deserve to feel this way,1,194
340,i have severe anxiety and it blew up into really bad agoraphobia in the past year and a half i spend of my time confined in my room and with barely any social interaction i do not work and am on disability i have had dpdr a few times before when my panic attacks get really bad but lately i think its different like a smell or a tv show or something from a memory of my past will trigger the disconnected feeling and like i am back in that memory the memory is not even particularity traumatic i sometimes will watch tv or a movie and i feel like i am the character and then i start panicking and then that triggers the dpdr i feel like i am gonna go crazy i am scared what is this it it caused from my mind being idle and literally doing nothing but watching netflix hours a day my panic attacks are ruthless because i do not feel like myself at all,1,171
63,for me its been since i was im now it kind of scares me they do work immensely though,1,19
341,my mom and dad entering a year marriage with a toast from my opa although they separated they always made their relationship work on my behalf they stayed close friends until my moms untimely passing three years after the photo on the right was taken i was their most cherished creation,0,51
54,for example my first time ever self harming that i can remember was in mid i did not even consider it self harm at the time but i threw myself off my bike going at speed down an incline i ended up scarring my ankles knees hand and elbows as well as spraining my ankle has anyone else self harmed in a way that nobody ever really mentions when it comes to self harm yet would technically be considered self harm,1,81
531,my girlfriends gaze and company make me very happy met her years ago,0,13
346,when people chew loudly or when they keep dragging the spoonfork on the plate it makes me cringe really bad it bothers me really really bad to the point in which i start to cry and some people dont take it seriously and they make fun of me and keep making those noises because its funny its not funny i cry really bad it makes me wanna bang my head on the wall why dont people take that seriously im crying really bad right now because someone just did this to me after i told them nicely if they could stop,1,101
177,what is the worst side effect of medication treatment you have experianced,1,12
298,my psychotic depression pushes me to the verge of suicide constantly but my severe anxiety gives me an irrational fear of the unknown including death i am pretty trapped,1,29
506,suffer from severe anxiety and depression i just got a job i finally have something to focus on for myself im just really really nervous for my first day,1,29
31,we ended up going to different schools and when she moved we just lost touchthis was before the days of email and cell phones for everyone lol anyway i saw her and it made me insanely happy to see her and her friendly smile we exchanged numbers emails work numbers addresses everything and i am never losing her again,0,59
621,i literally can hardly get myself to school in the mornings and end up staying home more often than i should if i can actually get myself there i am alright although still depressed of course but i can usually make it through the day then anyone else like this we re just getting up is the hardest part,1,59
55,i feel horrible i can not feel my legs and i just feel really angry and anxious and like there is a bee hive in my chest i already took my meds but it has not done anything,1,38
174,whenever i appear around her she suddenly has to leave and does so within minutes of me being there it is been happening since our last long talk that talk was over a month ago and i thought she would be over what i said by now in my opinion it really was not that bad and any feelings i have towards her have been buried deep because she is now in a relationship the relationship does not bother me at all but i feel like what i said to her did and i am completely confused because she asked me to say it however i feel like a complete moron for doing so and i regret it more than i have regretted any other move i have made by mistaking deep friendship for love,1,135
477,worked several years for a company that was started in the late s there are only a few of us left but the boss still buys us doughnuts im grateful and planning to stay until the wheels fall off,0,39
547,hi all so ive been depressed my whole life and this last year has been really bad so much so i even lost my job last week anyway i emailed my doctor to ask about weening off the effexor ive been on since i wont be able to get it anymore and she wants me to go to a psychiatrist for a psychological evaluation she called in the referral today,1,70
209,i suffer with gad and mdd taken in my baby girl sleeping at the time but this was taken at my most recent darkest time it was the first time i smiled in a long time and i will always treasure this picture,0,43
110,me and my friend started a record label ,0,8
375,i want to be the prettiest girl my boyfriends ever had i want to be the favorite sibling i want to be the best at my job i want to be the funniest friend i guess it is bc criticism bothers me so much and i never feel good enough deep down it is so exhausting and i know i can never be perfect but i feel this pressure all the time that i have to be good in others eyes and i need praise so i can feel good about myself,1,92
210,i am beginning my first major episode since starting my meds and it is making me realise how much i hate this the confusion the paranoia the memory loss the dreams trying to control me the hallucinations the inability to do anything at all i fucking hate it i hate it i hate it so much i hate that i can not do anything i fucking despise this,1,68
158,anyone else feel this way l i constantly do and it is awful,1,13
165,my boyfriend came into town for the weekend so we could see my favorite band really good night after a rough few months for both of us,0,27
361,my happy sunday morning experience with the storm in the uk being in full swing this morning i got up with the dreaded sunday feeling and a slight hangover i looked out the window and saw the rain coming in sideways and battering the road below in the distance i saw a couple dressed head to toe in waterproofs and looking pretty miserable at their feet i saw a black labrador who was having the best day ever the wetter the better for this guy and he was trundling down the road looking as though this was the highlight of his life not much of a story for some but it this doggo really made me smile so thought id share it,0,122
521,cant tell anyone in real life yet but ive never been this happy,0,13
76,my kid and i love a good fart joke and unknowingly we stumbled on this korean childrens song her laugh is the best,0,23
444,like most people here i have experienced significant weight gain since starting seroquel a few months ago to the point where i am considering changing meds i have spoken to a couple of my doctors about this and the concerns i have surrounding it but they seem to believe that it is not that bad that i need to gain weight anyway so i might as well let it happen while i do have a thin frame that is a natural thing putting on weight will not make me grow out i will just get a belly and it will not look good not to mention be unhealthy but because of this thin frame they refuse to give me anything to halt the weight gain is there anything i can do to change their mind or at least have something to stop the weight gain no matter how much i eat i will put on weight i went a few days without food and still put on weight imnot sure how bad it is going to get and i really need something to help,1,184
2,my long distance boyfriend sent me flowers for no particular reason other than that he loves me i know its cliche but it makes me so happy,0,27
509,you will never get used to being unloved or unwanted you will never get used to the pain and suffering of being left out of fun events group outings or friendfamily moments it always hurts and the heart break from each and every time it happens will only get worse as you start to realize just how unloved and unwanted you really are this will turn to anger and the more you suppress it the worse it gets when you finally burst open and let all that anger out they will use it as the perfect excuse as to why they do not want you there,1,106
271,teacher moved to tears by his students pooling money to replace his stolen shoes,0,14
292,picture from a few months ago but i wanted to share how much i love my little girl cookie this morning i woke up to her actually half on my chest and it made me cry thats just how much love i have for this little girl thanks for listening ,0,50
436,i feel like my life is finally falling into place decent job good grades in school and a lovely girlfriend so happy i had to let out some steam in the restroom,0,32
642,i wish i could shake this i do not laugh or joke or have any life to my voice anymore it always happens right after a huge emotional outburst and it drags on for days afterwards like that one outburst just sucked all the life out of me,1,48
90,i put a refill in on monday its thursday and im fucked up getting zero sleep he wont be back until monday help how do you cope with the nightmares without meds im so scared the on call doctor wont fill them,1,42
495,i was just diagnosed with schizophrenia this year there is not much information about it and theres a lot of stigma arou d it i have had people think i am faking or that i am dangerous i want to share my experience with people and teach people who are curious about schizophrenia,1,53
480,i dont know how to be happy ive had the most ridiculously incredible life the past year and a half or so and all this happiness led to the ptsd coming out i just cant let myself be happy im supposed to be miserable its all im used to how do i get past this my life is amazing and great and beautiful and i dont want to die anymore but i dont know how to just be chill with it being so happy with my life is scaring the heck out of me,1,94
30,ever since developing ptsd i have found that the list of movies and tv shows i can not watch just gets longer and longer i have never been into horror or anything anyways but i did used to watch some fairly intense and suspenseful shows and i can not do that anymore at least right now,1,56
327,i have a severe anxiety and panic disorder it makes me super aware of my throat and i feel gaggy when my anxiety flares up i also have gerd this past year i have relapsed into really bad panic attacks which triggered agoraphobia and most of my time is spent in my bed i am working on therapy after the new year i do not know if it is my head but i am super aware of my throat all the time which then causes me to gag i do not know if this is my anxiety or gerd or even both but it is incredibly frustrating last winter i saw my doctor and i was gagging so bad in his office that i could barely talk he prescribed me rabeprazole and so i took it for a month or two and then stopped not sure why the gagging is back though and so today i took one i am hoping it does something and i am just thinking it is my anxiety and my head concentrating too much it is just frustrating because it is hard to eat i will be scared of eating and then gag ugh hopefully this made sense,1,203
176,i have been playing football since th grade and i would say i have wanted to quit since the beginning of th i already thought it was not worth all the time you put in but now with depression i have no desire what so ever a big problem here is my coaches really like me and i dread having to deal with them and also more importantly my dad is an th grade fb coach and would hate if i were to quit i just really do not enjoy it at all anymore and it makes getting up for school even harder when we re in season that is the other thing like we re not even in season i try to pride myself on not quitting in the middle of things so it should not be as big of a deal to him i do not know just thinking about it makes me more depressed i am a sophomore right now and i do not think i can take more years of football,1,175
429,at years old i have become a licensed journeyman plumber in the state of indiana,0,15
44, years after dropping out of college and feeling like there is no point in life i finally published my first childrens book,0,22
264,i dont have many friends however my big boy luigi is the best friend i couldve ever asked for,0,19
78,both of my girls enjoying a snooze moments like this make me appreciate the journey to get here,0,18
507,ive been an adult my whole life i always had to be just to survive i feel the little girl inside of me but im angry shes still here my life is good now why cant she just leave but i know she cant and im told i have to love her because she got me through it all but all i can feel is resentment that she continues to hold me back,1,73
101,i just wanted to say thank you for the support i received here a couple weeks ago when i was in an extremely dark place shorty after posting in here i made the decision to hospitalize myself and just got out today i am so grateful for the kind words i received and to anyone who reads this and are currently in that dark place do not give up you are worth so much more than the depression and anxiety are telling you right now i promise it is worth the fight and if you feel like you need professional help i implore you to seek it you are amazing even if you can not see it right now,1,119
367,i am not a fan of self diagnosis and i am currently seeing a therapist and have been professionally diagnosed with depression and anxiety in the past but i know that there is something else wrong with me i have so many weird issues that can not be explained by depression and anxiety like sometimes feeling like i am not real or like i am in a dream or something and my fight or flight response it literally just freeze or accept what is about to happen and brace for it mentally i have gone through trauma in the past that caused me to have intense flashbacks and i have undergone emdr treatment sometimes i feel really paranoid and disconnected from reality,1,122
364,if you are feeling down heres my niece absolutely nailing her first hulahoop attempt,0,14
300,i know that i am going to kill myself it is just a matter of time so i know i need to get my girlfriend away from me so they are not there when i do it hopefully they never even hear about it then i need to write a note that will help any family i have to move on i know i will not be able to prevent grief entirely but i can help mitigate it is there anything else that i have not thought of or advice for any of the tasks i have how do i even break a relationship off when we live together even if i can not die i need to do something because i can see how much i hurt my partner just by being so depressed all the time,1,138
350,it is so hard to get up some days but i am pretty sure my parents think i am just making excuses to be home i try to go if i can but some days i just can not they do not understand,1,43
579,i was diagnosed with depression and anxiety and ive noticed that im having trouble with remembering things poor memory has anyone else gone through this ,1,25
163,so heres the situation im and have been living with untreated depression anxiety and add i was a terrible high school student and have worked a series of factory jobs i hated and office jobs i was terrible at since ive been fired from my last two office jobs couldnt keep up couldnt focus couldnt begin to getstay organized and just couldnt understand my job no matter how much help i got,1,72
583,got the haircut i wanted it could of been higher but i like it,0,14
65,am the only one allowed to wear a cap at work it is a special treatment ,0,16
403,bpd is so weird bc i will go through the most intense episode with a full mental breakdown and a plan of killing myself then minutes later i am scrolling past memes and giggling,1,34
49,my depression has gotten really bad the past year so much so last week i lost my job i couldnt concentrate couldnt remember things ive never been able to stay organized made mistakes got totally overwhelmed got behind got fired sigh also lost my insurance so im weening off the effexor ive been on because i cant get it anymore suffice to say things are not gong well now im in the awful position of having to look for a job with depression firing on all cylinders anything i would want to do office work having a computer acheat nice coworkers im too stupid to do as evidenced by my last two failed attempts and the other option stuff like factory work makes me miserable ive done it before constant overtime weird schedules macho coworkers i hate it so much,1,140
554,what is probably a really stupid thought just came to me a few minutes ago i was sitting on the couch in my back room and burnt my calf with a lighter my dog was lying on his bed watching me and when i looked at him he looked kind of confused i do not want him suddenly thinking that fire is okay and safe because he saw me cooking my leg can animals tell that somethings wrong if they see someone doing it,1,84
218,i live in small town south dakota and i absolutely hate it i think this largely contributes to my depression i already do not wanna go do anything but then whens it is below half the year it makes it even harder also even if i feel like doing something there is hardly anything to do with friends other than movies it is even harder to stay here especially after visiting la this summer and absolutely loving it i am in no position to move either being i am living with my parents anyone else think where they live contributes to their depression,1,103
39,i just ordered myself an adorable little buildabear for valentines day after many years of selfhatred i am finally learning to love myself again as valentines day approaches i want to remind everyone that you are so very loved we do not have to have a romantic partner to feel the love on this holiday i hope that this valentines day we can all prioritize our self care and show ourselves some love i love you all so much have a wonderful day,0,83
204,i have depression and i oftentimes have ideas and plans of how to get myself out of it problem is when it comes time to doing it i never do if i were to do even half of what i plan to do i would be doing much better life,1,50
321,looking for a ptsd buddy to chat with in private motivate and help each other heal m here inbox me,1,20
6,military son brings his single father to tears with the most heartwarming homecoming surprise ,0,14
617,when my ex and i broke up i lost pounds due to not eating not eating was the only control that i felt i had i became obsessed with losing more weight ive gain a lot of it back now but a few days ago i tried vomiting what i ate i just feel like what i put into my body is the only sense of control that i have left do you think this is the beginning of an eating disorder if so what should i do thanks for any advice,1,92
405,my boyfriend has depression and i want to be a good partner to him he does not talk about it much so i want to hear from you guys what do you appreciate from a partner when it comes to handling your depression,1,43
605,i have been in a horrible pattern of insomnia for a few weeks now i cant get out of it my psychiatrist had to take an emergency extended leave so i dont have a doctor at the moment my prescription of klonopin mgdaily ran out and im pretty sure i just went through a withdrawal from it because i spent the last few days feeling dead,1,66
423,i got braces a year and a half ago i took good care of them for a while but as my mental illnesses worsened my self care fucked off and i stopped brushing my teeth today one of my brackets fell off which is not a huge issue but underneath my tooth has been decayed and the same will apply to all the others when i get my braces off it will cost thousands to fix this i do not know how i have let myself fall this far,1,89
568,i am constantly going all over the place emotionally one second i am okay then i am suddenly extremely depressed and then i am manic then i am overridden by extreme anger or i just feel fucking nothing like there is a hole inside me and i just sit there slicing into my own skin all the fucking time because i have no energy to do anything else and i always lie to people i care about because i want them to care too but i also hate them but i do not and i get so confused and i hate how attached i am to people because it probably scares them even though they might not even know but i think they do and that scares me because then they will leave and i hate it and i have that i am such a lying cutting depressed unstable piece of shit who spends every second of his life having a fucking existential crisis and being afraid of death but also craving it and not knowing what is happening in my head and not taking my meds because i get anxiety around taking them because they could kill me but also maybe not and then of course every time i go for a walk to calm myself,1,217
311,does anyone get in the mindset that you know you will feel better if you take a shower get out of bed get some fresh air call a friend and just talk butyou just can not ugh,1,37
344,well the title is selfexplanatory i dunno kinda gives me solace to think that there is somewhere a version of me whos doing much better in life and hopefully for him does not have crippling anxiety or depression it is also rather disconcerting if we think deeply about it,1,49
86,when you are happy what youre doing youll never work a day in your life,0,15
257,i have ptsd from being attacked by an intruder to my home now whenever i am upstairs and home alone i hear someone downstairs ive ran downstairs to look multiple times and no one is ever there is this part of the flashbacks from ptsd does anyone else experience this kind of half flashback half reality,1,56
265,so i just dug into my arm quite a bit psychosis got a bit bad and now my arm feels very numb and kind of cold also quite hard to use should i get it seen to sorry for having to ask just a bit worried,1,46
602,for those of you who self harm but also struggle with smoking or drug abuse how does self harm compare in terms of addiction does self harm feel like it is just as addicting i am curious how self harm fares against other addictions,1,44
109,went to the er but chickened out at the last minute and told them i was there for stomach pains im currently waiting for test results to come back i know theres nothing wrong with me physically im just such a coward and was afraid of being admitted to inpatient psych again i know my family will be disappointed in me,1,61
148,i have this constant urge to break something throw a glass through the window smash my fist through the wall grab a bat and start destroying everything i can see or anything else i just want to destroy things i tend to take my emotions out on myself because i am afraid i would hurt others if i did not but right now i just need to break something smash something anything,1,72
41,another one of our wedding day march ,0,7
349,first off im definitely not asking for medical advice not even looking to change anything im just curious if im prescribed like a lot of meds ive been seeing a psychiatrist for a little over a year i like him weve built up over time but it seems like every appointment another med gets added to be clear im not unhappy with the treatment i just dont know anyone with similar issues so i dont have anything to compare it to heres the breakdown,1,84
446,went to the er told them i was actively suicidal instead of admitting me for treatment they let me go with access to pills knives and rope to hang myself with,1,31
56,we met a year and a half ago at college i worked hour days for months to afford a trip to russia to see her again now we are engaged with every trip planned until i bring her home,0,39
643,heres a picture of grass smiling to brighten up your day,0,11
559,for the first time ever i feel so free around him every song reminds me of him i have not stopped smiling in two days my appetite is back and my apartment is clean my heart finally feels open and also safe it is been so long and he just makes my heart flutter,0,54
268,i feel like there is a gaping hole in my chest and i just feel completely empty and numb my chest hurts because of how horrible i feel it is like there is a weight on it i have been feeling like this for weeks and i feel like i am rotting i keep trying to reach out for help but i feel like no one is actually helping me because i still feel horrible i am just so hopeless and suicidal because no matter what i do nothing helps and i do not even understand why i am like this,1,101
145,i have completely exhausted my options i have completely exhausted my will to promote myself and with little to no success i do not expect the people in my life to buy my art but after hearing them go on about how much they like it i figured they would want to at least support me with social media follows hear me out i am not sad because i am not getting likes but sad because the people who seem like they are wanting to support me are not,1,89
532,hi everyone i am trying to get a plan together to take care of my mental illness i live at home with my mom and dad so obviously they need to be part of it however they are very not understanding about mental illness at all i have tried to explain to them over and over that the cure for bipolar is not just toughen up i have tried educating them on the disorder but they think mental illness research is a bunch of liberal propaganda i do not know how to deal with them they are not supportive of me trying to find therapy or any help for this disorder a lot of times i think it might be necessary to move out from them,1,126
108,all these stories saying i was extremely depressed as a teen but i got better and eventually graduated with a degree in every subject known to man just feel so unrealistic i mean they could happen sometimes but where are all the stories saying i was extremely depressed as a teen i dropped out of school at and now years later i am still living with my parents without any sort of proper education beyond year covered in self inflicted scars dealing with organ failure due to my drug abuse and and struggling to eat from years of bulimia but hey i am still alive that just sounds so much more realistic and it could help those people who are in that position where they can not go to school anymore they are struggling to get out of bed and they do not know what to do,1,147
24, years ago today one of these balls of cells came out as a fullyformed person and hasnt stopped costing me money since,0,22
118,so after smoking for around years i finally bit the bullet at the end of last year and decided to start using the patch to quit i have whittled my way down to the lowest dosage of the patch and have two patches left before my quit day however i just realized that i forgot to put my new patch on when i woke up eight hours ago and you know what i feel perfectly normal and ready to continue my day that makes me really happy so happy early quit day to me,0,94
133,i have been through a lot of bullying since kindergarten until last year i am in year now when i was young i was not dealing with the bullying i thought it was normal because it was something that had always been happening but when it got really bad in year i told my parents eventually because i realised i could not go on with it year it began again and then stopped then it returned yet again in year but when i got to year i began realising how to deal with it i have developed many extremely severe mental illnesses from lots of trauma i have experienced and this leads to lots of self hatred and lack of self worth and i used this to my advantage when i was called faggot fuckup fatass gorilla anorexic cutter emo any of it i would laugh and fully agree and even start giving them ideas for insults to give me this threw them back a lot but the physical side of it was still an issue,1,176
318,i am feeling happy because of a cake my coworkers today brought a vegan cake for me for a celebration they had today never eaten a cake with them but today today is my cake day,0,36
609,being a family means you are a part of something very wonderful it means you will love and be loved for the rest of your life,0,26
82,i am kinda in a mood to tell this story and feel free to put your first cutting deep incident in the comments my first time was in june last year i was cutting a lot at the time although i did not even find it an issue it was just something i did i was cutting my shoulder a lot at the time and i got home from school went into my room grabbed my blade and got to work now this was a blade from a shaving razor i had taken apart it was the sharpest blade in the razor i did not know this at the time so i put the blade to my shoulder and cut i immediately panicked the cut was gaping open and i could see a bit of weird yellow bubbly stuff in it which i later learnt was fat the cut was bleeding a ton so i was trying to stop the bleeding with about a million tissues i knew i needed stitches but i was not about to tell anyone what i had done after about half an hour my mum came into my room to remind me that i had a tutoring lesson and we had to leave i freaked the fuck out my shoulder was still gaping open although the bleeding had slowed down,1,225
478,its snowing here not a big deal to most of the world but when you live in the deeeeep south and get snow its a big deal i love it its made me so happy to wake up to,0,39
167,celebrated years of sobriety volunteering at a no harm farm animal sanctuary if you are struggling with recovery you can do it and it is so worth it i am rooting for you,0,33
77,hey guys so i do not post here often but i suffer from adhd depression and anxiety so long story short i was diagnosed around october although i should have been diagnosed a long while ago so the first thing i went in for was adhd it took me this long to go in for this i am a sophomore in high school mainly because although i could not pay attention i was smart enough to do well if that makes sense and the main reason i actually did work was because of anxiety especially with my parents being teachers but as i got older starting around middle school the material was getting harder so i had to pay attention to do as well as i normally did and then i hit my lowest lows in high school particularly this year,1,141
519,tonight i bought myself a baby froggy his name is beepy and he really cheered me up engineering school is tough so little things like this make me feel so much better when i put him in the tank with my other two frogs bappy and bippy he started singing,0,50
70,i have not been through enough to be as fucked up as i am i can not function i have gotta change schools because i am just not going to school ever currently i have no motivation to do anything i just lie in bed all day wasting away and i am only i have covered my body in self harm cuts burns and scars i have attempted suicide i feel so emotionally unstable all the time one minute i am extremely depressed then i will get extremely angry at the smallest of things then i will go manic without warning and thatll keep happening over and over again i am just a huge disappointment my parents are still together happy my mum tries to support me as much as she can my dad does not really understand how i work so he does not help me much but i live in a house i have food we might not have all the money we could ever want but we have enough to get by,1,175
533,this new medication wellbutrin has me moving in my sleep a lot i have kicked my legs when i was covered in bugs punched my partner when i was actually punching my step dad last night i dreamed of my ex i came home for the day and i was excited to see him i ran up and tried to give him a hug and he stopped me i asked why i could not hug him and he said he did not want to and continued walking,1,87
517,as part of my maed program i get to work at the local school district my students have shown me just how bright the next generation of people are and it has only reaffirmed that i made the right career move plus they love my tattoos,0,46
352,i want to be the girl that wakes up at am has a cup of tea does yoga and writes in her journal i want to be a great mom that plays with her kids every day and gives them all the attention they need i want to be the wife that cooks dinner and folds laundry in the same day i wash it why cant i why do i stop myself why cant i start why is the thought of bettering my life seem so exhausting why cant i be who i want to be why,1,97
132,i just want to die i am not brave enough to be suicidal but if i suddenly got shot or was diagnosed with a terminal illness i can not say i would be mad at all right now i am depressed and at an all time low my family has disowned me my daughter does not acknowledge i exist i have no friends and i can not even find a job hope is hollow and love is a lie,1,79
60,my depression has always involved a lot of self blame guilt and self hatred as well as anger and emptiness i would always take it out on myself first by throwing myself off my bike once when riding down a hill then cutting myself which eventually stemmed into burning scratching and punching walls but recently i have been getting extreme anger towards the people who have hurt me in my past and especially my old school where a lot of very bad events happened to me i am having urges to sneak in one day school is out where i live currently and start smashing windows and breaking computers and just destroying anything i can find in that shithole,1,119
212,i feel so alone and worthless i cant,1,8
576,i hav this plush for whole month and hav big smile on face ever since,0,15
333,at work i do not want to be around anyone i do not want to have to talk or force a laugh or make myself smiley like they are used to today i hid away in my office for a majority of the day even brought my work in there so i could sit and listen to my music and break down when i needed to i need to cry i need to breakdown i need to self harm but all of this is impossible because i live at home and my mother has no idea what privacy is,1,99
601,got a new job and my braces off in one day i cant stop smiling,0,15
616,cbd oil medical marijuana or traditional psychiatrist prescribed medicine which method of medication work best for you,1,17
135,i have been diagnosed with clinical depression a few months before and whatever i have tried it has gotten worse had an interview call from a company i really wanted to join in london but after the interview i gave almost no hopes of a call back adding to that a recent breakup had a year relationship with a girl i thought i was gonna spend the rest of my life with football team sucking balls as usual parental pressure etc etc,1,82
215,around or is when i remember myself getting extremely attached to other people i was kinda stalkerish i remember i would have intense crushes always on one person at a time that would leave me in a mess of tears sometimes it was on teachers other times it was peers my age i would sometimes get physically sick over my own feelings would not be able to stop thinking about that person etc i even figured out where one boy lived when i was still in elementary school and i would constantly ride my bike in front of his house hoping he would notice me,1,105
513,i know lots of people say that they have no motivation but those people still do things they still function to some degree i just do not i barely leave the house do not bother with school do not bother with any sort of study i just spend my life in bed or in front of a computer screen and i do not ever see that changing until i finally manage to kill myself i have tried many many things over the years to try and help me nothing does shit exercise does not help medication does not help no matter which one i try sleep does not help eating right is something i have always done it does not help meditation or any mindfulness shit makes me worse therapy is just a place for me to realise i am selfish and extremely weak nothing helps i just see no reason in trying anymore for years i hoped it would improve,1,161
374,i got married in july and was very excited in the postcalm and happiness of the wedding i started to experience my first nightmares and flashbacks and my life was finally stable enough for my mind and body to cope with my trauma so here is what is happening to the heart for a ptsd survivor,1,56
443,i was over in rdepression and someone posted about losing their identity this really hit me because since i have been diagnosed with mental illnesses anxiety and depression my entire personality has disappeared i used to be really funny outgoing sociable friendly fun to be around you know just genuinely cool early s now i am just an irritated unstable difficult to be around mental nightmare late s,1,68
244,i have always wanted a dog and am finally in a place where i feel like i can properly care for one a friend is looking to rehome her female brindle american mastiff and we re visiting today to see how my year old cat will feel about that the dog lives with cats now but it is been many years since my cat lived with a dog i know it might not work out but i am so happy to be able to try,0,85
599,fought depression throughout college that put me behind gave myself a makeover and tackling with new confidence i feel good,0,20
332,for starters i am not suicidal but to me life has no meaning and i am constantly thinking ahead in life and to the after life it has really made me question my faith as well which is not helping i think if you are religious it can really help you with depression but i just need to find meaning in life and i do not think i could handle doing a job that does not relate to comedy because that is how i find joy in life man that was all over the place,1,95
29,cat was laying on my computer chair in my room i was in my bed crying and upset she wakes up meows a couple times and jumped up on my bed and is currently laying on my legs,1,38
302,my family is tired of me my therapist is tired of me my psychiatrist is tired of me im sure even the suicide hotline is tired of me its to the point im contacting either them or the crisis text line on a daily basis because i have no one else to turn to im also to the point where i think i need hospitalization because im getting more and more confident in my ability to successfully complete suicide i just dont know what to do anymore,1,87
286,i think i drown myself in my own self pity because deep down i really just want someone to approach and validate how i feel about my life i know this is really bad but am i the only person that feels this way,1,44
417,thank you to all of you for making me happy by allowing me to experience your happiness with you,0,19
291,update me and my long lost brother this past summer enjoying a great sunny day on the lake,0,18
611,have not felt as good as i feel now in a very long time so far in about a little over months i have lost pounds and am about weeks till my weight loss surgery my heaviest was and weighed in at this morning,0,44
578,military mom surprises daughter during school interview this literally made me cry ,0,12
