,text,label,word_count
531,my girlfriend gaze and compani make me veri happi met her year ago,0,13
346,when peopl chew loudli or when they keep drag the spoonfork on the plate it make me cring realli bad it bother me realli realli bad to the point in which i start to cri and some peopl dont take it serious and they make fun of me and keep make those nois becaus it funni it not funni i cri realli bad it make me wanna bang my head on the wall whi dont peopl take that serious im cri realli bad right now becaus someon just did thi to me after i told them nice if they could stop,1,101
177,what is the worst side effect of medic treatment you have experianc,1,12
298,my psychot depress push me to the verg of suicid constantli but my sever anxieti give me an irrat fear of the unknown includ death i am pretti trap,1,29
506,suffer from sever anxieti and depress i just got a job i final have someth to focu on for myself im just realli realli nervou for my first day,1,29
31,we end up go to differ school and when she move we just lost touchthi wa befor the day of email and cell phone for everyon lol anyway i saw her and it made me insan happi to see her and her friendli smile we exchang number email work number address everyth and i am never lose her again,0,59
621,i liter can hardli get myself to school in the morn and end up stay home more often than i should if i can actual get myself there i am alright although still depress of cours but i can usual make it through the day then anyon els like thi we re just get up is the hardest part,1,59
55,i feel horribl i can not feel my leg and i just feel realli angri and anxiou and like there is a bee hive in my chest i alreadi took my med but it ha not done anyth,1,38
174,whenev i appear around her she suddenli ha to leav and doe so within minut of me be there it is been happen sinc our last long talk that talk wa over a month ago and i thought she would be over what i said by now in my opinion it realli wa not that bad and ani feel i have toward her have been buri deep becaus she is now in a relationship the relationship doe not bother me at all but i feel like what i said to her did and i am complet confus becaus she ask me to say it howev i feel like a complet moron for do so and i regret it more than i have regret ani other move i have made by mistak deep friendship for love,1,135
477,work sever year for a compani that wa start in the late s there are onli a few of us left but the boss still buy us doughnut im grate and plan to stay until the wheel fall off,0,39
547,hi all so ive been depress my whole life and thi last year ha been realli bad so much so i even lost my job last week anyway i email my doctor to ask about ween off the effexor ive been on sinc i wont be abl to get it anymor and she want me to go to a psychiatrist for a psycholog evalu she call in the referr today,1,70
209,i suffer with gad and mdd taken in my babi girl sleep at the time but thi wa taken at my most recent darkest time it wa the first time i smile in a long time and i will alway treasur thi pictur,0,43
110,me and my friend start a record label,0,8
375,i want to be the prettiest girl my boyfriend ever had i want to be the favorit sibl i want to be the best at my job i want to be the funniest friend i guess it is bc critic bother me so much and i never feel good enough deep down it is so exhaust and i know i can never be perfect but i feel thi pressur all the time that i have to be good in other eye and i need prais so i can feel good about myself,1,92
210,i am begin my first major episod sinc start my med and it is make me realis how much i hate thi the confus the paranoia the memori loss the dream tri to control me the hallucin the inabl to do anyth at all i fuck hate it i hate it i hate it so much i hate that i can not do anyth i fuck despis thi,1,68
158,anyon els feel thi way l i constantli do and it is aw,1,13
165,my boyfriend came into town for the weekend so we could see my favorit band realli good night after a rough few month for both of us,0,27
361,my happi sunday morn experi with the storm in the uk be in full swing thi morn i got up with the dread sunday feel and a slight hangov i look out the window and saw the rain come in sideway and batter the road below in the distanc i saw a coupl dress head to toe in waterproof and look pretti miser at their feet i saw a black labrador who wa have the best day ever the wetter the better for thi guy and he wa trundl down the road look as though thi wa the highlight of hi life not much of a stori for some but it thi doggo realli made me smile so thought id share it,0,122
521,cant tell anyon in real life yet but ive never been thi happi,0,13
76,my kid and i love a good fart joke and unknowingli we stumbl on thi korean children song her laugh is the best,0,23
444,like most peopl here i have experienc signific weight gain sinc start seroquel a few month ago to the point where i am consid chang med i have spoken to a coupl of my doctor about thi and the concern i have surround it but they seem to believ that it is not that bad that i need to gain weight anyway so i might as well let it happen while i do have a thin frame that is a natur thing put on weight will not make me grow out i will just get a belli and it will not look good not to mention be unhealthi but becaus of thi thin frame they refus to give me anyth to halt the weight gain is there anyth i can do to chang their mind or at least have someth to stop the weight gain no matter how much i eat i will put on weight i went a few day without food and still put on weight imnot sure how bad it is go to get and i realli need someth to help,1,184
2,my long distanc boyfriend sent me flower for no particular reason other than that he love me i know it clich but it make me so happi,0,27
509,you will never get use to be unlov or unwant you will never get use to the pain and suffer of be left out of fun event group outing or friendfamili moment it alway hurt and the heart break from each and everi time it happen will onli get wors as you start to realiz just how unlov and unwant you realli are thi will turn to anger and the more you suppress it the wors it get when you final burst open and let all that anger out they will use it as the perfect excus as to whi they do not want you there,1,106
271,teacher move to tear by hi student pool money to replac hi stolen shoe,0,14
292,pictur from a few month ago but i want to share how much i love my littl girl cooki thi morn i woke up to her actual half on my chest and it made me cri that just how much love i have for thi littl girl thank for listen,0,50
436,i feel like my life is final fall into place decent job good grade in school and a love girlfriend so happi i had to let out some steam in the restroom,0,32
642,i wish i could shake thi i do not laugh or joke or have ani life to my voic anymor it alway happen right after a huge emot outburst and it drag on for day afterward like that one outburst just suck all the life out of me,1,48
90,i put a refil in on monday it thursday and im fuck up get zero sleep he wont be back until monday help how do you cope with the nightmar without med im so scare the on call doctor wont fill them,1,42
495,i wa just diagnos with schizophrenia thi year there is not much inform about it and there a lot of stigma arou d it i have had peopl think i am fake or that i am danger i want to share my experi with peopl and teach peopl who are curiou about schizophrenia,1,53
480,i dont know how to be happi ive had the most ridicul incred life the past year and a half or so and all thi happi led to the ptsd come out i just cant let myself be happi im suppos to be miser it all im use to how do i get past thi my life is amaz and great and beauti and i dont want to die anymor but i dont know how to just be chill with it be so happi with my life is scare the heck out of me,1,94
30,ever sinc develop ptsd i have found that the list of movi and tv show i can not watch just get longer and longer i have never been into horror or anyth anyway but i did use to watch some fairli intens and suspens show and i can not do that anymor at least right now,1,56
327,i have a sever anxieti and panic disord it make me super awar of my throat and i feel gaggi when my anxieti flare up i also have gerd thi past year i have relaps into realli bad panic attack which trigger agoraphobia and most of my time is spent in my bed i am work on therapi after the new year i do not know if it is my head but i am super awar of my throat all the time which then caus me to gag i do not know if thi is my anxieti or gerd or even both but it is incred frustrat last winter i saw my doctor and i wa gag so bad in hi offic that i could bare talk he prescrib me rabeprazol and so i took it for a month or two and then stop not sure whi the gag is back though and so today i took one i am hope it doe someth and i am just think it is my anxieti and my head concentr too much it is just frustrat becaus it is hard to eat i will be scare of eat and then gag ugh hope thi made sens,1,203
176,i have been play footbal sinc th grade and i would say i have want to quit sinc the begin of th i alreadi thought it wa not worth all the time you put in but now with depress i have no desir what so ever a big problem here is my coach realli like me and i dread have to deal with them and also more importantli my dad is an th grade fb coach and would hate if i were to quit i just realli do not enjoy it at all anymor and it make get up for school even harder when we re in season that is the other thing like we re not even in season i tri to pride myself on not quit in the middl of thing so it should not be as big of a deal to him i do not know just think about it make me more depress i am a sophomor right now and i do not think i can take more year of footbal,1,175
429,at year old i have becom a licens journeyman plumber in the state of indiana,0,15
44,year after drop out of colleg and feel like there is no point in life i final publish my first children book,0,22
264,i dont have mani friend howev my big boy luigi is the best friend i couldv ever ask for,0,19
78,both of my girl enjoy a snooz moment like thi make me appreci the journey to get here,0,18
507,ive been an adult my whole life i alway had to be just to surviv i feel the littl girl insid of me but im angri she still here my life is good now whi cant she just leav but i know she cant and im told i have to love her becaus she got me through it all but all i can feel is resent that she continu to hold me back,1,73
101,i just want to say thank you for the support i receiv here a coupl week ago when i wa in an extrem dark place shorti after post in here i made the decis to hospit myself and just got out today i am so grate for the kind word i receiv and to anyon who read thi and are current in that dark place do not give up you are worth so much more than the depress and anxieti are tell you right now i promis it is worth the fight and if you feel like you need profession help i implor you to seek it you are amaz even if you can not see it right now,1,119
367,i am not a fan of self diagnosi and i am current see a therapist and have been profession diagnos with depress and anxieti in the past but i know that there is someth els wrong with me i have so mani weird issu that can not be explain by depress and anxieti like sometim feel like i am not real or like i am in a dream or someth and my fight or flight respons it liter just freez or accept what is about to happen and brace for it mental i have gone through trauma in the past that caus me to have intens flashback and i have undergon emdr treatment sometim i feel realli paranoid and disconnect from realiti,1,122
364,if you are feel down here my niec absolut nail her first hulahoop attempt,0,14
300,i know that i am go to kill myself it is just a matter of time so i know i need to get my girlfriend away from me so they are not there when i do it hope they never even hear about it then i need to write a note that will help ani famili i have to move on i know i will not be abl to prevent grief entir but i can help mitig it is there anyth els that i have not thought of or advic for ani of the task i have how do i even break a relationship off when we live togeth even if i can not die i need to do someth becaus i can see how much i hurt my partner just by be so depress all the time,1,138
350,it is so hard to get up some day but i am pretti sure my parent think i am just make excus to be home i tri to go if i can but some day i just can not they do not understand,1,43
579,i wa diagnos with depress and anxieti and ive notic that im have troubl with rememb thing poor memori ha anyon els gone through thi,1,25
163,so here the situat im and have been live with untreat depress anxieti and add i wa a terribl high school student and have work a seri of factori job i hate and offic job i wa terribl at sinc ive been fire from my last two offic job couldnt keep up couldnt focu couldnt begin to getstay organ and just couldnt understand my job no matter how much help i got,1,72
583,got the haircut i want it could of been higher but i like it,0,14
65,am the onli one allow to wear a cap at work it is a special treatment,0,16
403,bpd is so weird bc i will go through the most intens episod with a full mental breakdown and a plan of kill myself then minut later i am scroll past meme and giggl,1,34
49,my depress ha gotten realli bad the past year so much so last week i lost my job i couldnt concentr couldnt rememb thing ive never been abl to stay organ made mistak got total overwhelm got behind got fire sigh also lost my insur so im ween off the effexor ive been on becaus i cant get it anymor suffic to say thing are not gong well now im in the aw posit of have to look for a job with depress fire on all cylind anyth i would want to do offic work have a comput acheat nice cowork im too stupid to do as evidenc by my last two fail attempt and the other option stuff like factori work make me miser ive done it befor constant overtim weird schedul macho cowork i hate it so much,1,140
554,what is probabl a realli stupid thought just came to me a few minut ago i wa sit on the couch in my back room and burnt my calf with a lighter my dog wa lie on hi bed watch me and when i look at him he look kind of confus i do not want him suddenli think that fire is okay and safe becaus he saw me cook my leg can anim tell that someth wrong if they see someon do it,1,84
218,i live in small town south dakota and i absolut hate it i think thi larg contribut to my depress i alreadi do not wanna go do anyth but then when it is below half the year it make it even harder also even if i feel like do someth there is hardli anyth to do with friend other than movi it is even harder to stay here especi after visit la thi summer and absolut love it i am in no posit to move either be i am live with my parent anyon els think where they live contribut to their depress,1,103
39,i just order myself an ador littl buildabear for valentin day after mani year of selfhatr i am final learn to love myself again as valentin day approach i want to remind everyon that you are so veri love we do not have to have a romant partner to feel the love on thi holiday i hope that thi valentin day we can all priorit our self care and show ourselv some love i love you all so much have a wonder day,0,83
204,i have depress and i oftentim have idea and plan of how to get myself out of it problem is when it come time to do it i never do if i were to do even half of what i plan to do i would be do much better life,1,50
321,look for a ptsd buddi to chat with in privat motiv and help each other heal m here inbox me,1,20
6,militari son bring hi singl father to tear with the most heartwarm homecom surpris,0,14
617,when my ex and i broke up i lost pound due to not eat not eat wa the onli control that i felt i had i becam obsess with lose more weight ive gain a lot of it back now but a few day ago i tri vomit what i ate i just feel like what i put into my bodi is the onli sens of control that i have left do you think thi is the begin of an eat disord if so what should i do thank for ani advic,1,92
405,my boyfriend ha depress and i want to be a good partner to him he doe not talk about it much so i want to hear from you guy what do you appreci from a partner when it come to handl your depress,1,43
605,i have been in a horribl pattern of insomnia for a few week now i cant get out of it my psychiatrist had to take an emerg extend leav so i dont have a doctor at the moment my prescript of klonopin mgdaili ran out and im pretti sure i just went through a withdraw from it becaus i spent the last few day feel dead,1,66
423,i got brace a year and a half ago i took good care of them for a while but as my mental ill worsen my self care fuck off and i stop brush my teeth today one of my bracket fell off which is not a huge issu but underneath my tooth ha been decay and the same will appli to all the other when i get my brace off it will cost thousand to fix thi i do not know how i have let myself fall thi far,1,89
568,i am constantli go all over the place emot one second i am okay then i am suddenli extrem depress and then i am manic then i am overridden by extrem anger or i just feel fuck noth like there is a hole insid me and i just sit there slice into my own skin all the fuck time becaus i have no energi to do anyth els and i alway lie to peopl i care about becaus i want them to care too but i also hate them but i do not and i get so confus and i hate how attach i am to peopl becaus it probabl scare them even though they might not even know but i think they do and that scare me becaus then they will leav and i hate it and i have that i am such a lie cut depress unstabl piec of shit who spend everi second of hi life have a fuck existenti crisi and be afraid of death but also crave it and not know what is happen in my head and not take my med becaus i get anxieti around take them becaus they could kill me but also mayb not and then of cours everi time i go for a walk to calm myself,1,217
311,doe anyon get in the mindset that you know you will feel better if you take a shower get out of bed get some fresh air call a friend and just talk butyou just can not ugh,1,37
344,well the titl is selfexplanatori i dunno kinda give me solac to think that there is somewher a version of me who do much better in life and hope for him doe not have crippl anxieti or depress it is also rather disconcert if we think deepli about it,1,49
86,when you are happi what your do youll never work a day in your life,0,15
257,i have ptsd from be attack by an intrud to my home now whenev i am upstair and home alon i hear someon downstair ive ran downstair to look multipl time and no one is ever there is thi part of the flashback from ptsd doe anyon els experi thi kind of half flashback half realiti,1,56
265,so i just dug into my arm quit a bit psychosi got a bit bad and now my arm feel veri numb and kind of cold also quit hard to use should i get it seen to sorri for have to ask just a bit worri,1,46
602,for those of you who self harm but also struggl with smoke or drug abus how doe self harm compar in term of addict doe self harm feel like it is just as addict i am curiou how self harm fare against other addict,1,44
109,went to the er but chicken out at the last minut and told them i wa there for stomach pain im current wait for test result to come back i know there noth wrong with me physic im just such a coward and wa afraid of be admit to inpati psych again i know my famili will be disappoint in me,1,61
148,i have thi constant urg to break someth throw a glass through the window smash my fist through the wall grab a bat and start destroy everyth i can see or anyth els i just want to destroy thing i tend to take my emot out on myself becaus i am afraid i would hurt other if i did not but right now i just need to break someth smash someth anyth,1,72
41,anoth one of our wed day march,0,7
349,first off im definit not ask for medic advic not even look to chang anyth im just curiou if im prescrib like a lot of med ive been see a psychiatrist for a littl over a year i like him weve built up over time but it seem like everi appoint anoth med get ad to be clear im not unhappi with the treatment i just dont know anyon with similar issu so i dont have anyth to compar it to here the breakdown,1,84
446,went to the er told them i wa activ suicid instead of admit me for treatment they let me go with access to pill knive and rope to hang myself with,1,31
56,we met a year and a half ago at colleg i work hour day for month to afford a trip to russia to see her again now we are engag with everi trip plan until i bring her home,0,39
643,here a pictur of grass smile to brighten up your day,0,11
559,for the first time ever i feel so free around him everi song remind me of him i have not stop smile in two day my appetit is back and my apart is clean my heart final feel open and also safe it is been so long and he just make my heart flutter,0,54
268,i feel like there is a gape hole in my chest and i just feel complet empti and numb my chest hurt becaus of how horribl i feel it is like there is a weight on it i have been feel like thi for week and i feel like i am rot i keep tri to reach out for help but i feel like no one is actual help me becaus i still feel horribl i am just so hopeless and suicid becaus no matter what i do noth help and i do not even understand whi i am like thi,1,101
145,i have complet exhaust my option i have complet exhaust my will to promot myself and with littl to no success i do not expect the peopl in my life to buy my art but after hear them go on about how much they like it i figur they would want to at least support me with social media follow hear me out i am not sad becaus i am not get like but sad becaus the peopl who seem like they are want to support me are not,1,89
532,hi everyon i am tri to get a plan togeth to take care of my mental ill i live at home with my mom and dad so obvious they need to be part of it howev they are veri not understand about mental ill at all i have tri to explain to them over and over that the cure for bipolar is not just toughen up i have tri educ them on the disord but they think mental ill research is a bunch of liber propaganda i do not know how to deal with them they are not support of me tri to find therapi or ani help for thi disord a lot of time i think it might be necessari to move out from them,1,126
108,all these stori say i wa extrem depress as a teen but i got better and eventu graduat with a degre in everi subject known to man just feel so unrealist i mean they could happen sometim but where are all the stori say i wa extrem depress as a teen i drop out of school at and now year later i am still live with my parent without ani sort of proper educ beyond year cover in self inflict scar deal with organ failur due to my drug abus and and struggl to eat from year of bulimia but hey i am still aliv that just sound so much more realist and it could help those peopl who are in that posit where they can not go to school anymor they are struggl to get out of bed and they do not know what to do,1,147
24,year ago today one of these ball of cell came out as a fullyform person and hasnt stop cost me money sinc,0,22
118,so after smoke for around year i final bit the bullet at the end of last year and decid to start use the patch to quit i have whittl my way down to the lowest dosag of the patch and have two patch left befor my quit day howev i just realiz that i forgot to put my new patch on when i woke up eight hour ago and you know what i feel perfectli normal and readi to continu my day that make me realli happi so happi earli quit day to me,0,94
133,i have been through a lot of bulli sinc kindergarten until last year i am in year now when i wa young i wa not deal with the bulli i thought it wa normal becaus it wa someth that had alway been happen but when it got realli bad in year i told my parent eventu becaus i realis i could not go on with it year it began again and then stop then it return yet again in year but when i got to year i began realis how to deal with it i have develop mani extrem sever mental ill from lot of trauma i have experienc and thi lead to lot of self hatr and lack of self worth and i use thi to my advantag when i wa call faggot fuckup fatass gorilla anorex cutter emo ani of it i would laugh and fulli agre and even start give them idea for insult to give me thi threw them back a lot but the physic side of it wa still an issu,1,176
318,i am feel happi becaus of a cake my cowork today brought a vegan cake for me for a celebr they had today never eaten a cake with them but today today is my cake day,0,36
609,be a famili mean you are a part of someth veri wonder it mean you will love and be love for the rest of your life,0,26
82,i am kinda in a mood to tell thi stori and feel free to put your first cut deep incid in the comment my first time wa in june last year i wa cut a lot at the time although i did not even find it an issu it wa just someth i did i wa cut my shoulder a lot at the time and i got home from school went into my room grab my blade and got to work now thi wa a blade from a shave razor i had taken apart it wa the sharpest blade in the razor i did not know thi at the time so i put the blade to my shoulder and cut i immedi panick the cut wa gape open and i could see a bit of weird yellow bubbl stuff in it which i later learnt wa fat the cut wa bleed a ton so i wa tri to stop the bleed with about a million tissu i knew i need stitch but i wa not about to tell anyon what i had done after about half an hour my mum came into my room to remind me that i had a tutor lesson and we had to leav i freak the fuck out my shoulder wa still gape open although the bleed had slow down,1,225
478,it snow here not a big deal to most of the world but when you live in the deeeeep south and get snow it a big deal i love it it made me so happi to wake up to,0,39
167,celebr year of sobrieti volunt at a no harm farm anim sanctuari if you are struggl with recoveri you can do it and it is so worth it i am root for you,0,33
77,hey guy so i do not post here often but i suffer from adhd depress and anxieti so long stori short i wa diagnos around octob although i should have been diagnos a long while ago so the first thing i went in for wa adhd it took me thi long to go in for thi i am a sophomor in high school mainli becaus although i could not pay attent i wa smart enough to do well if that make sens and the main reason i actual did work wa becaus of anxieti especi with my parent be teacher but as i got older start around middl school the materi wa get harder so i had to pay attent to do as well as i normal did and then i hit my lowest low in high school particularli thi year,1,141
519,tonight i bought myself a babi froggi hi name is beepi and he realli cheer me up engin school is tough so littl thing like thi make me feel so much better when i put him in the tank with my other two frog bappi and bippi he start sing,0,50
70,i have not been through enough to be as fuck up as i am i can not function i have gotta chang school becaus i am just not go to school ever current i have no motiv to do anyth i just lie in bed all day wast away and i am onli i have cover my bodi in self harm cut burn and scar i have attempt suicid i feel so emot unstabl all the time one minut i am extrem depress then i will get extrem angri at the smallest of thing then i will go manic without warn and thatll keep happen over and over again i am just a huge disappoint my parent are still togeth happi my mum tri to support me as much as she can my dad doe not realli understand how i work so he doe not help me much but i live in a hous i have food we might not have all the money we could ever want but we have enough to get by,1,175
533,thi new medic wellbutrin ha me move in my sleep a lot i have kick my leg when i wa cover in bug punch my partner when i wa actual punch my step dad last night i dream of my ex i came home for the day and i wa excit to see him i ran up and tri to give him a hug and he stop me i ask whi i could not hug him and he said he did not want to and continu walk,1,87
517,as part of my ma program i get to work at the local school district my student have shown me just how bright the next gener of peopl are and it ha onli reaffirm that i made the right career move plu they love my tattoo,0,46
352,i want to be the girl that wake up at am ha a cup of tea doe yoga and write in her journal i want to be a great mom that play with her kid everi day and give them all the attent they need i want to be the wife that cook dinner and fold laundri in the same day i wash it whi cant i whi do i stop myself whi cant i start whi is the thought of better my life seem so exhaust whi cant i be who i want to be whi,1,97
132,i just want to die i am not brave enough to be suicid but if i suddenli got shot or wa diagnos with a termin ill i can not say i would be mad at all right now i am depress and at an all time low my famili ha disown me my daughter doe not acknowledg i exist i have no friend and i can not even find a job hope is hollow and love is a lie,1,79
60,my depress ha alway involv a lot of self blame guilt and self hatr as well as anger and empti i would alway take it out on myself first by throw myself off my bike onc when ride down a hill then cut myself which eventu stem into burn scratch and punch wall but recent i have been get extrem anger toward the peopl who have hurt me in my past and especi my old school where a lot of veri bad event happen to me i am have urg to sneak in one day school is out where i live current and start smash window and break comput and just destroy anyth i can find in that shithol,1,119
212,i feel so alon and worthless i cant,1,8
576,i hav thi plush for whole month and hav big smile on face ever sinc,0,15
333,at work i do not want to be around anyon i do not want to have to talk or forc a laugh or make myself smiley like they are use to today i hid away in my offic for a major of the day even brought my work in there so i could sit and listen to my music and break down when i need to i need to cri i need to breakdown i need to self harm but all of thi is imposs becaus i live at home and my mother ha no idea what privaci is,1,99
601,got a new job and my brace off in one day i cant stop smile,0,15
616,cbd oil medic marijuana or tradit psychiatrist prescrib medicin which method of medic work best for you,1,17
135,i have been diagnos with clinic depress a few month befor and whatev i have tri it ha gotten wors had an interview call from a compani i realli want to join in london but after the interview i gave almost no hope of a call back ad to that a recent breakup had a year relationship with a girl i thought i wa gonna spend the rest of my life with footbal team suck ball as usual parent pressur etc etc,1,82
215,around or is when i rememb myself get extrem attach to other peopl i wa kinda stalkerish i rememb i would have intens crush alway on one person at a time that would leav me in a mess of tear sometim it wa on teacher other time it wa peer my age i would sometim get physic sick over my own feel would not be abl to stop think about that person etc i even figur out where one boy live when i wa still in elementari school and i would constantli ride my bike in front of hi hous hope he would notic me,1,105
513,i know lot of peopl say that they have no motiv but those peopl still do thing they still function to some degre i just do not i bare leav the hous do not bother with school do not bother with ani sort of studi i just spend my life in bed or in front of a comput screen and i do not ever see that chang until i final manag to kill myself i have tri mani mani thing over the year to tri and help me noth doe shit exercis doe not help medic doe not help no matter which one i tri sleep doe not help eat right is someth i have alway done it doe not help medit or ani mind shit make me wors therapi is just a place for me to realis i am selfish and extrem weak noth help i just see no reason in tri anymor for year i hope it would improv,1,161
374,i got marri in juli and wa veri excit in the postcalm and happi of the wed i start to experi my first nightmar and flashback and my life wa final stabl enough for my mind and bodi to cope with my trauma so here is what is happen to the heart for a ptsd survivor,1,56
443,i wa over in rdepress and someon post about lose their ident thi realli hit me becaus sinc i have been diagnos with mental ill anxieti and depress my entir person ha disappear i use to be realli funni outgo sociabl friendli fun to be around you know just genuin cool earli s now i am just an irrit unstabl difficult to be around mental nightmar late s,1,68
244,i have alway want a dog and am final in a place where i feel like i can properli care for one a friend is look to rehom her femal brindl american mastiff and we re visit today to see how my year old cat will feel about that the dog live with cat now but it is been mani year sinc my cat live with a dog i know it might not work out but i am so happi to be abl to tri,0,85
599,fought depress throughout colleg that put me behind gave myself a makeov and tackl with new confid i feel good,0,20
332,for starter i am not suicid but to me life ha no mean and i am constantli think ahead in life and to the after life it ha realli made me question my faith as well which is not help i think if you are religi it can realli help you with depress but i just need to find mean in life and i do not think i could handl do a job that doe not relat to comedi becaus that is how i find joy in life man that wa all over the place,1,95
29,cat wa lay on my comput chair in my room i wa in my bed cri and upset she wake up meow a coupl time and jump up on my bed and is current lay on my leg,1,38
302,my famili is tire of me my therapist is tire of me my psychiatrist is tire of me im sure even the suicid hotlin is tire of me it to the point im contact either them or the crisi text line on a daili basi becaus i have no one els to turn to im also to the point where i think i need hospit becaus im get more and more confid in my abil to success complet suicid i just dont know what to do anymor,1,87
286,i think i drown myself in my own self piti becaus deep down i realli just want someon to approach and valid how i feel about my life i know thi is realli bad but am i the onli person that feel thi way,1,44
417,thank you to all of you for make me happi by allow me to experi your happi with you,0,19
291,updat me and my long lost brother thi past summer enjoy a great sunni day on the lake,0,18
